Date,Day,Cases_Guinea,Cases_Liberia,Cases_SierraLeone,Cases_Nigeria,Cases_Senegal,Cases_UnitedStates,Cases_Spain,Cases_Mali,Deaths_Guinea,Deaths_Liberia,Deaths_SierraLeone,Deaths_Nigeria,Deaths_Senegal,Deaths_UnitedStates,Deaths_Spain,Deaths_Mali
2014-08-04,135,495.0,516.0,691.0,9.0,0.0,0.0,0.0,0.0,363.0,282.0,286.0,1.0,0.0,0.0,0.0,0.0
2014-08-01,132,485.0,468.0,646.0,4.0,0.0,0.0,0.0,0.0,358.0,255.0,273.0,1.0,0.0,0.0,0.0,0.0
2014-07-30,129,472.0,391.0,574.0,3.0,0.0,0.0,0.0,0.0,346.0,227.0,252.0,1.0,0.0,0.0,0.0,0.0
2014-07-27,126,460.0,329.0,533.0,1.0,0.0,0.0,0.0,0.0,339.0,156.0,233.0,1.0,0.0,0.0,0.0,0.0
2014-07-23,123,427.0,249.0,525.0,0.0,0.0,0.0,0.0,0.0,319.0,129.0,224.0,0.0,0.0,0.0,0.0,0.0
2014-07-20,120,415.0,224.0,454.0,0.0,0.0,0.0,0.0,0.0,314.0,127.0,219.0,0.0,0.0,0.0,0.0,0.0
2014-07-17,117,410.0,196.0,442.0,0.0,0.0,0.0,0.0,0.0,310.0,116.0,206.0,0.0,0.0,0.0,0.0,0.0
2014-07-14,114,411.0,174.0,397.0,0.0,0.0,0.0,0.0,0.0,310.0,106.0,197.0,0.0,0.0,0.0,0.0,0.0
2014-07-12,112,406.0,172.0,386.0,0.0,0.0,0.0,0.0,0.0,304.0,105.0,194.0,0.0,0.0,0.0,0.0,0.0
2014-07-08,108,409.0,142.0,337.0,0.0,0.0,0.0,0.0,0.0,309.0,88.0,142.0,0.0,0.0,0.0,0.0,0.0
2014-07-06,106,408.0,131.0,305.0,0.0,0.0,0.0,0.0,0.0,307.0,84.0,127.0,0.0,0.0,0.0,0.0,0.0
2014-07-02,102,412.0,115.0,252.0,0.0,0.0,0.0,0.0,0.0,305.0,75.0,101.0,0.0,0.0,0.0,0.0,0.0
2014-06-30,100,413.0,107.0,239.0,0.0,0.0,0.0,0.0,0.0,303.0,65.0,99.0,0.0,0.0,0.0,0.0,0.0
2014-06-22,92,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-20,90,390.0,0.0,158.0,0.0,0.0,0.0,0.0,0.0,270.0,0.0,34.0,0.0,0.0,0.0,0.0,0.0
2014-06-19,89,0.0,41.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-18,88,390.0,0.0,136.0,0.0,0.0,0.0,0.0,0.0,267.0,0.0,28.0,0.0,0.0,0.0,0.0,0.0
2014-06-17,87,0.0,0.0,97.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,49.0,0.0,0.0,0.0,0.0,0.0
2014-06-16,86,398.0,33.0,0.0,0.0,0.0,0.0,0.0,0.0,264.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-06-10,80,351.0,13.0,89.0,0.0,0.0,0.0,0.0,0.0,226.0,24.0,7.0,0.0,0.0,0.0,0.0,0.0
2014-06-05,75,0.0,13.0,81.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0
2014-06-03,73,344.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,215.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
2014-06-01,71,328.0,13.0,79.0,0.0,0.0,0.0,0.0,0.0,208.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
2014-05-28,67,291.0,13.0,50.0,0.0,0.0,0.0,0.0,0.0,193.0,12.0,6.0,0.0,0.0,0.0,0.0,0.0
2014-05-27,66,281.0,12.0,16.0,0.0,0.0,0.0,0.0,0.0,186.0,11.0,5.0,0.0,0.0,0.0,0.0,0.0
2014-05-23,62,258.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,174.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-12,51,248.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,171.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-10,49,233.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-07,46,236.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,158.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-05,44,235.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,157.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-03,42,231.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,155.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-05-01,40,226.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,149.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-26,35,224.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-24,33,0.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-23,32,218.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,141.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-22,31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-21,30,0.0,34.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-20,29,208.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,136.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-17,26,203.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,129.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-16,25,197.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,122.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-15,24,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-14,23,168.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-04-11,20,159.0,26.0,2.0,0.0,0.0,0.0,0.0,0.0,106.0,13.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-04-09,18,158.0,25.0,2.0,0.0,0.0,0.0,0.0,0.0,101.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-04-07,16,151.0,21.0,2.0,0.0,0.0,0.0,0.0,0.0,95.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-04-04,13,143.0,18.0,2.0,0.0,0.0,0.0,0.0,0.0,86.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-04-01,10,127.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,83.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-03-31,9,122.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,80.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-03-29,7,112.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,70.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-28,6,112.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,70.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0
2014-03-27,5,103.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,66.0,6.0,5.0,0.0,0.0,0.0,0.0,0.0
2014-03-26,4,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-25,3,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-24,2,86.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,59.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2014-03-22,0,49.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
