title,date,link,article
"반려동물 동반 캠핑, 해남 오시아노에서 제대로 해보자",1일 전,http://sports.khan.co.kr/news/sk_index.html?art_id=202208240747003&sec_id=561050&pt=nv, 휴가철 막바지인 8월 말 반려동물과 함께 캠핑을 해 볼 수 있는 좋은 기회가 전남 해남에서 열린다. 한국관광공사(사장직무대행 신상용)는 오는 8월 26~28일 기간 동안 해남 오시아노 오토캠핑리조트 일원에서 열리는 ‘2022... 
문화센터·놀이터에 대학동물병원까지…반려동물과 함께하는 부산 '눈길',1일 전,https://hankookilbo.com/News/Read/A2022082410070000980?did=NA," 반려동물 인구 1,500만 시대를 맞은 가운데 최근 부산지역에 반려동물을 위한 공간들이 잇따라 마련되거나 조성되고 있다. 놀이터에서부터 치료와 교육 등 목적도 다양하다. 24일 부산 해운대구에 따르면 송정동 유기동물... "
강릉 바우길에 반려동물과 걷는 ‘펫 산책 구간’ 개통.,2일 전,https://www.seoul.co.kr/news/newsView.php?id=20220823500169&wlog_tag3=naver, “반려동물과 함께 청정 자연속의 강릉 바우길을 걸어 보세요.” 강원 강릉시가 바우길에 반려동물과 함께 걷는 펫 산책 구간(모두 3.1㎞)을 만들어 23일 개통했다. 바우길 펫 산책 구간은 일반 구간 17개 코스 가운데 3개... 
"반려동물, 화재사건 용의자일 수 있다",19시간 전,http://www.idomin.com/news/articleView.html?idxno=802937," 반려동물 양육도 증가했다. 2021년 발표한 통계청 인구주택총조사에 따르면 전국 약 300만 가구가 반려동물을 키우는 것으로 조사됐다. 이는 2020년 11월 기준으로 반려동물 양육 여부를 물어본 것인데, 전체 가구 수가 2092만... "
반려동물 가구 600만 시대…펫 산업 활성화에 업계·전문가 머리 맞대,4일 전,http://www.newsis.com/view/?id=NISX20220819_0001984715&cID=10401&pID=10400," 기사내용 요약 농식품부, 22일 농식품산업 미래성장포럼 개최 반려동물 가구 600만 시대를 맞아 반려동물 산업의 현주소를 진단하고, 미래를 정책 방향을 모색하기 위해 업계와 전문가가 머리를 맞댄다.... "
"반려동물 인구 1000만 시대, 반려동물과 함께 하는 서울관광 콘텐츠 개발",2일 전,http://www.fnnews.com/news/202208230811279942, 서울관광재단이 국내 반려동물 인구 1000만 시대에 맞춰 반려동물 동반관광 활성화를 위한 서울만의 신규 관광콘텐츠 개발을 추진한다. 서울관광재단은 그동안 세계적 트렌드로 각광받는 반려동물 동반여행 활성화... 
"반려동물 장례휴가, 비혼직원에 축하금…'복지 끝판왕' 이 회사",4일 전,https://www.joongang.co.kr/article/25095839," 미혼 직원과 반려동물을 키우는 직원을 위한 복지제도를 확대하는 기업이 늘고 있다. 기존의 사내 복지가 효(孝) 수당이나 다둥이 수당, 출산장려금처럼 기혼자와 그 가족에 초점을 맞췄다면, 최근엔 다양성을 중시하는... "
‘KU 아임도그너 반려동물 헌혈센터’ 오픈,19시간 전,https://www.donga.com/news/article/all/20220824/115121747/1," 건국대(총장 전영재)는 건국대 동물병원 내에 아시아 최초의 반려동물 헌혈센터 ‘KU 아임도그너(KU I’M DOgNOR) 헌혈센터’를 18일 정식으로 열었다고 밝혔다, 이날 오전 열린 개소식에는 유자은 학교법인 건국대 이사장... "
"""취지는 이해하지만…주인 부담 커"" 반려동물 보유세 논란",2일 전,https://view.asiae.co.kr/article/2022082215272445956, 정부가 반려동물 보유세 도입에 대한 국민 여론조사를 시작했지만 하루 만에 의견 수렴을 중단했다. 반려동물 보유세가 동물학대 예방에 효과적이지 않을 뿐더러 반려동물 가구들의 경제적 부담을 가중시킬 것이라는... 
자동차정비소 반려 고양이에 발길질 한 직원,1일 전,http://news.tvchosun.com/site/data/html_dir/2022/08/24/2022082490096.html," 부산 동물사랑 길고양이보호연대에 따르면, 지난 7월 경남 김해의 한 자동차정비소 직원 A씨가 업소에서... 길고양이보호연대는 어제(23일) A씨를 동물학대 혐의로 김해서부경찰서에 고발했다. 길고양이보호연대 박혜경... "
"광주여대 반려동물보건학과, ㈜더플랜비컴퍼니 업무협약 체결",1일 전,https://www.wikitree.co.kr/articles/783081, 광주여자대학교(총장 이선재) 반려동물보건학과는 ㈜더플랜비컴퍼니와 업무협약을 체결했다고 24일 밝혔다. 이날 협약식에는 반려동물보건학과 최혁 학과장과 ㈜더플랜비컴퍼니 이재희 대표가 참석한 가운데... 
[스타트업 리뷰] 입맛 까다로운 반려동물 입맛도 사로잡는 건강 펫푸드 ‘푸티’,9시간 전,https://www.donga.com/news/article/all/20220825/115139422/1," 반려동물 보호자들의 고민 ‘기호성’, 대체육 소재 기술로 풀어내 반려동물을 키우는 사람들에게 먹거리는 항상 큰 고민이다. 간식 하나를 살 때도 따져봐야 할 게 한둘이 아니다. 영양도 중요하지만 기호성도 관건이다.... "
"SPC그룹 던킨, 반려동물 위한 '마이펫 크로스백' 사전 예약",2일 전,http://www.newsis.com/view/?id=NISX20220823_0001987600&cID=13001&pID=13000, SPC그룹 던킨이 반려동물 라이프스타일 브랜드 '바잇미'와 협업한 반려동물용 가방 '마이펫 크로스백' 굿즈를 출시하고 사전 예약을 진행한다고 23일 밝혔다. 마이펫 크로스백은 반려동물이 직접 착용하는 펫... 
"하남시, 올바른 '반려동물 문화' 정착 집중 홍보",1일 전,http://www.discoverynews.kr/news/articleView.html?idxno=862984, 반려견 목줄 미착용 등 동물보호법 집중 계도  사진제공=하남시  하남시가 올바른 반려동물 문화 정착을 위해 오는 9월 25일까지 반려견 목줄 미착용 등에 대해 홍보와 계도 활동을 강화한다고 밝혔다. 시는 계도와 함께... 
반려동물 숨져도 ‘부의금’…“가족이니까요”,4일 전,https://www.khan.co.kr/local/Gyeonggi/article/202208212142005, 반려동물이 죽은 뒤 가족 이외의 친지들이 장례비용에 보태라면서 부의금 성격의 돈을 건네는 것은 물론 반려동물 장례에 필요한 용품을 대신 구매해주는 문화가 형성되고 있다. 경기지역의 반려동물 화장업체 D사... 
"""반려동물과 함께 강릉 바우길 산책하세요""",1일 전,http://www.kado.net/news/articleView.html?idxno=1141205, 강릉에서 반려동물과 함께 걸을 수 있는 여행길이 개통돼 주목을 끌고 있다. 강릉시는 관광활성화를 위해 '시민과 함께하는 강릉 바우길 펫산책 구간' 3개 코스(총 3.1㎞)를 23일 개통했다고 밝혔다. 한국관광공사에서... 
"용인시, 3년만에 반려동물축제 개최",3일 전,https://view.asiae.co.kr/article/2022082207131374271," 경기 용인시가 3년만에 반려동물 축제를 개최한다. 용인시는 오는 27일 오전 11시부터 시청 하늘광장에서 반려동물축제인 '용인시와 행복하개'를 연다고 22일 밝혔다. 이번 행사는 용인시가 주최하고, 사단법인 유기견 없는... "
김해시， 어르신 인식 교육 반려동물 특성ㆍ펫티켓 등,1시간 전,http://www.gnmaeil.com/news/articleView.html?idxno=502641, 김해시는 지난 24일 김해노인종합복지관에서 복지관 이용 어르신을 대상으로 반려동물 인식개선 교육을 실시했다고 25일 밝혔다. 교육을 맡은 부산경상대학교 반려동물보건과 최동락 교수는 `어르신들과 함께하는 알기... 
"용인시, 27일 시청 하늘광장서 3년 만에 반려동물축제 재개",2일 전,https://www.news1.kr/articles/4779961," 경기 용인특례시가 오는 27일 오전 11시부터 시청 하늘광장에서 반려동물축제 '용인시와 행복하개'를 개최한다. 용인시가 주최하고 사단법인 ‘유기견 없는 도시’가 주관하는 이 행사는 용인시의회, 용인시수의사회... "
자라섬재즈페스티벌 감독 “반려동물 동반 좌석 오픈...1일 100석”,3일 전,http://star.mk.co.kr/new/view.php?mc=ST&year=2022&no=740227," 그간 관객들의 요청이 많아서 올해는 시범적으로 1일 100석에 한해서 관람객과 반려 동물이 함께 관람할 수 있는 공간을 마련했다""라고 설명했다. 이어 ""또 자라섬에 캠핑장이 잘 준비돼 있다. 그래서 캠핑존과 티켓을... "
하루 만에 말 바꾼 '반려동물 보유세'…또 툭 던져봤나,6일 전,https://news.jtbc.co.kr/article/article.aspx?news_id=NB12071583," 정부가 반려동물을 키우는 사람에게 매년 일정액을 거두는 보유세 도입을 검토하고 있습니다. 동물 복지 예산 등으로 활용한다는 건데, 반발이 커지자 말을 바꿨습니다. 성화선 기자입니다. [기자] 반려동물 보유세 논란이... "
양산시 동물등록 자진신고 기간 운영,11분 전,http://www.gnnews.co.kr/news/articleView.html?idxno=508418, 동물보호법에 따라 반려목적으로 기르는 2개월령 이상 개는 의무 등록 해야한다. 등록대상동물을 등록하지 않거나 등록된 정보 중 변경사항을 변경하지 않은 경우에는 최대 100만원 이하의 과태료가 부과된다. 이번... 
"정부, 반려동물 보유세 검토 설문조사에서 제외",5일 전,http://www.edaily.co.kr/news/newspath.asp?newsid=01512086632429288, 정부가 내년 반려동물 보유세 도입 여부에 대한 국민 여론조사를 실시한다고 밝혔으나 실조사에선 관련 질문이 없는 것으로 나타났다. 간식 앞에서 웃음 짓는 반려견의 모습 (사진=연합뉴스) 농림축산식품부와... 
동물학대 심각…'반려동물 보유세' 도입될까?,4일 전,http://www.yonhapnewstv.co.kr/MYH20220821001200641/?input=1825m, 반려동물을 키우는 이른바 반려인구가 급증하면서 동시에 반려동물 학대도 심각한 사회 문제로 부각되고 있습니다. 일부에서 반려동물 보유세를 도입해야한다는 목소리가 나오는 데 반대 의견이 적지않습니다. 정부도... 
반려동물 보유세 도입·개물림 사고견 안락사···어떻게 생각하십니까,7일 전,https://www.khan.co.kr/economy/economy-general/article/202208181059011, 정부가 반려동물 보유세 도입 검토에 앞서 국민 의견 수렴 절차를 밟는다. 농림축산식품부와 국민권익위는 앞으로 열흘간 ‘반려동물 관리 방안’ 등에 대한 국민 설문 조사를 한다고 18일 밝혔다. 설문은 반려동물... 
"[노트북] 박광온, 피학대동물 발견시 신고 의무 대상에 지자체 공무원 포함",4시간 전,http://www.joongboo.com/news/articleView.html?idxno=363555568," 박 의원은 ""현재 '동물은 물건이 아니다'라는 조항을 신설하는 정부의 민법 개정안이 제출되어 있는 등 반려동물이라는 표현을 비롯해서 인간과 긴밀하게 교감하는 동물을 물건으로 치부하는 것은 생명을 존중하지... "
"농기평,'펫 휴머니제이션 시대, 반려동물 산업의 미래와 전망'",2일 전,http://www.bokuennews.com/news/article.html?no=219862," 농림식품기술기획평가원에서 '제29회 농림식품산업 미래선장포럼' 행사가 마련됐다 지속적으로 성장하고 있는 반려동물 산업의 질적 성장을 이루기 위한 방안을 논의하는 자리가 마련됐다. 농림축산식품부(장관, 정황근)... "
"평택시, 미등록 반려동물 집중 단속한다",3일 전,http://daily.hankooki.com/news/articleView.html?idxno=862516, 평택시 미등록 반려동물 집중 단속 홍보물. 사진=평택시청 제공  평택시는 반려동물 유실·유기 방지 및 개 물림 사고 예방 등 성숙한 반려동물 문화 조성을 위해 9월 한 달간 미등록 반려동물을 집중 단속한다고 22일... 
"[경기반려동물창업⑦] 내 반려동물을 위한 마지막 선물, 도자 유골함",7시간 전,http://www.ifm.kr/news/342356, 신박한 아이템으로 반려동물과 반려인의 마음을 모두 사로잡은 기업들을 소개하는 ‘경기반려동물창업’인데요. 김지유 리포터가 매주 새로운 반려동물용 아이템을 들고 찾아옵니다. 어서오세요.□김지유: 안녕하세요... 
평택시 반려동물 등록 자진신고·집중단속 기간 운영,1일 전,https://www.news2day.co.kr/article/20220824500233," 자진신고 기간(8월 31일까지) 등록하면 과태료 면제 등 홍보 반려동물등록 포스터 [사진=평택시] 평택시(시장 정장선)는 반려동물 유실·유기 방지, 개 물림 사고 예방 등 반려인의 성숙한 반려동물 문화 조성을 위한... "
"[강원소식] 도, 롯데정보통신과 반려동물 동반 관광 활성화 맞손",6일 전,https://www.yna.co.kr/view/AKR20220819132400062?input=1195m, 강원도 관광재단은 19일 롯데정보통신과 반려동물 동반 관광 활성화를 위한 업무 협약을 했다. 양 기관은 이날 도내 반려동물 동반 관광 공공데이터를 활용해 방문객에게 편리하고 신속한 관광 정보를 제공하는 데 서로... 
[반려동물 건강이야기] ②고양이 소변길 막는 하부요로계질환…수술법과 재발방지법은?(完),10시간 전,http://www.k-health.com/news/articleView.html?idxno=60818, 서정욱 지엔동물병원 대표원장 지난주 칼럼에서는 고양이 하부요로계질환이 보통 어떻게 발생하는지와... 반려묘를 키우는 보호자라면 잘 알고 있겠지만 화장실은 고양이 마릿수+1개를 마련해줘야 한다. 음수량 늘리기도... 
패션 디자이너들에게 영감을 주는 반려동물 4,1일 전,https://www.gqkorea.co.kr/2022/08/24/%ed%8c%a8%ec%85%98-%eb%94%94%ec%9e%90%ec%9d%b4%eb%84%88%eb%93%a4%ec%97%90%ea%b2%8c-%ec%98%81%ea%b0%90%ec%9d%84-%ec%a3%bc%eb%8a%94-%eb%b0%98%eb%a0%a4%eb%8f%99%eb%ac%bc-4/?utm_source=naver&utm_medium=partnership, 디자이너들에게 기쁨과 행복을 주는 사랑스러운 반려동물의 매력속으로. 로리스 메시나의 안젤리노 @messinaloris @angelinocaliostro 써네이의 디자이너 로리스 메시나의 반려견인 프렌치 불도그 안젤리노. 오동통한... 
"신라대, 반려동물산업 기술개발과제 선정·지원",6일 전,http://www.newsis.com/view/?id=NISX20220819_0001983986&cID=10899&pID=10800," 신라대학교(총장 김충석)는 반려동물산업 육성을 위해 기업체를 대상으로 공모한 기술개발과제를 최종 선정하고, 집중 지원을 실시한다고 19일 밝혔다. 신라대는 부산지역 반려동물산업 기업 육성과 경쟁력 강화를... "
"서울관광재단, 반려동물 동반 여행 활성화 기반 마련",1일 전,http://www.skyedaily.com/news/news_view.html?ID=165213," 반려동물 1000만 시대 맞춘 동반관광 활성화 위한 관광콘텐츠 개발 최영호기자(cyh2@skyedaily.com) 기사입력 2022-08-23 09:46:07 ▲ 전영재(왼쪽) 건국대 총장, 김경호(가운데) 광진구청장, 길기연 서울관광재단 대표이사가 MOU... "
반려동물 양육세 도입에 찬반 '팽팽'…고려할 점들은?,2일 전,https://news.sbs.co.kr/news/endPage.do?news_id=N1006870178&plink=ORI&cooper=NAVER, 정부가 '반려동물 보유세' 관련 지난 18일부터 국민 의견조사를 시작했습니다. 반려동물을 키우는 사람에게 매년 일정액을 거두어 동물 복지 예산 등으로 활용한다는 겁니다. 팽팽하게 찬반 의견이 나뉘는 가운데... 
해남 오시아노에서 즐기는 반려동물 동반 캠핑,6일 전,http://www.fnnews.com/news/202208190814075525, 휴가철 막바지인 이달 말 반려동물과 함께 캠핑을 해 볼 수 있는 좋은 기회가 전남 해남에서 열린다. 한국관광공사는 오는 26~28일 기간 동안 해남 오시아노 오토캠핑리조트 일원에서 열리는 ‘2022 전남 캠핑관광박람회’... 
"태백시, 반려동물 놀이터 임시 개장…1천500㎡ 규모",7일 전,https://www.yna.co.kr/view/AKR20220818073200062?input=1195m," 강원 태백시 반려동물 놀이터가 임시 개장했다. 반려동물 놀이터는 태백체험공원 인근에 총넓이 1천500㎡ 규모로 조성됐다. 중·소형견과 대형견이 나뉘어 목줄 없이 뛰어놀 수 있는 공간으로 잔디 운동장, 오르기, 시소... "
"미 CDC ""원숭이두창 감염 의심 반려동물도 격리돼야""",2022.08.17.,http://mbn.mk.co.kr/pages/news/newsView.php?category=mbn00008&news_seq_no=4825058," 미국 질병통제예방센터(CDC)가 원숭이두창 바이러스가 감염이 의심되는 반려동물은 격리돼야 한다고 밝혔습니다. 프랑스 파리에서 반려견 한 마리가 원숭이두창 바이러스에 걸린 것으로 확인된 가운데, 미국 보건 당국이... "
"영남이공대 학생들, 반려동물 케어 화장품 특허 출원",2022.08.17.,http://www.newsis.com/view/?id=NISX20220817_0001981216&cID=10810&pID=10800, 기사내용 요약 산·학·연 콜라보 R&D 국책 사업 성과 영남이공대학교는 화장품화공계열 학생들이 반려동물 케어를 위한 화장품 개발 특허를 출원했다고 17일 밝혔다. 이번 특허 출원은 중소벤처기업부가 주관하는... 
"부산 기장군 ""키오스크·반려로봇 등 디지털 체험해보세요""",2일 전,https://www.cnbnews.com/news/article.html?no=561046," 체험존에서는 파이보 반려로봇, 스마트 미러, 반려동물 케어 로봇, 스마트 온열마사지기, 키오스크(무인 단말기) 등 다양한 디지털 기기를 직접 체험할 수 있다. 군 관계자는 ""코로나19로 인해 비대면 문화가 확산되면서... "
반려동물 전문기업 '펫코' 주가 하락…실적 월가 예상치 하회,14시간 전,http://news.einfomax.co.kr/news/articleView.html?idxno=4230218, 배수연 특파원= 미국의 반려동물 전용 소매업체인 펫코 헬스 앤드 웰니스 컴퍼니(NAS:WOOF)의 주가가 24일 뉴욕증시에서 약세를 보이고 있다. 회사가 월가의 예상치를 밑도는 실적을 발표한 데다 연간 예상... 
"서울시, '반려동물 시민학교' 행동교정·예절교육 인기강좌 확대",6일 전,https://www.news1.kr/articles/4777399, 서울시는 어린 반려견의 예절교육부터 행동교정까지 받을 수 있는 '서울 반려동물 시민학교' 하반기 강좌를 9월부터 재개한다고 19일 밝혔다. '서울 반려동물 시민학교' 누리집에서 오는 20일부터 신청할 수 있으며 교육... 
"[반려동물 건강이야기] 증상 없는 신장종양, 조기진단을 위한 최적의 검사는?",1일 전,http://www.k-health.com/news/articleView.html?idxno=60785," 전이가 진행돼 있더라도 이후 종양이 더 커지면서 파열될 가능성이 크거나 반려동물의 통증을 완화해주기 위해(삶의 질 개선을 위해) 적출술을 진행할 수 있으며, 해당 경우 항암을 추가로 진행할 수 있다. 적출 후에는... "
"[위드펫+] 기차 탔다가 요금 폭탄, 반려동물과 현명한 대중교통 이용법",4일 전,https://kormedi.com/?p=1414797," 하지만 코레일 공지 사항에는 ""반려동물의 동반 좌석이 필요한 경우는 정상 운임 결제 후 좌석을 지정받아 이용할 수 있다""고 나와 있어 직원과 충돌을 빚었고, 결국 벌금 40만 원을 물었다. 반려동물 동반 좌석 요금에... "
"WHO ""원숭이두창 확진자, 일주일새 20%↑…반려동물과 격리 필요""",7일 전,https://www.news1.kr/articles/4776149, 아울러 전날 프랑스 파리에서 원숭이두창이 반려견에게 옮겨간 것으로 의심되는 첫 사례가 보고된 데 대해 WHO는 원숭이두창 확진자는 반려동물로부터 격리해야 한다고 권고했다. 이 반려견은 함께 사는 남성 2명이... 
"반려동물 장례식장 펫포레스트 '한지유골주머니' 선보여 ""기본 서비스에 포함""",2일 전,http://www.e2news.com/news/articleView.html?idxno=244776, ▲펫포레스트 제공 2만 건 이상의 장례를 진행한 반려동물 장례식장 펫포레스트는 유골의 반영구 보존이 가능한 '한지유골주머니'를 선보였다고 23일 밝혔다. 특허출원을 마친 한지유골주머니는 반려동물 장례를 치른 후... 
"경남도, 미등록 반려동물 9월 한달 집중 단속",2022.08.17.,http://www.newsis.com/view/?id=NISX20220817_0001981879&cID=10812&pID=10800, 기사내용 요약 시·군 합동으로 반려견 주요 출입·민원 빈발 지역 대상 자진신고 기간인 8월 31일까지 등록하면 과태료 면제 [창원=뉴시스] 홍정명 기자 = 경남도는 9월 한 달간 시·군과 합동으로 미등록 반려동물을 집중... 
보은군 반려 견 목줄미착용 등 안전관리위반 집중단속,3일 전,http://www.daejonilbo.com/news/articleView.html?idxno=2019751, 군은 최근 남양주와 울산 등 타 지자체에서 발생한 개 물림사고를 예방하고 성숙한 반려동물 문화조성을 위해 오는 31일까지 군내 공원과 공공장소를 중심으로 반려동물 준수사항에 대한 집중단속을 추진한다. 특히... 
"농기평, 반려동물 산업 전망 포럼 개최",3일 전,https://news.bbsi.co.kr/news/articleView.html?idxno=3078516," 농림식품기술기획평가원은 22일 '펫 휴머니제이션 시대, 반려동물 산업의 미래와 전망'을 주제로 제29회 농림식품산업 미래성장포럼을 개최했다.(사진=농기평 제공) 농림식품기술기획평가원은 오늘 '펫 휴머니제이션 시대... "
용인특례시 반려동물축제 '용인시와 행복하개',2일 전,http://www.paxetv.com/news/articleView.html?idxno=152089," '펫티켓'에 중점 둔 반려동물축제 용인특례시는 반려동물축제인 '용인시와 행복하개'를 오는 27일 오전 11시부터 시청 하늘광장에서 개최한다. 용인특례시가 주최하고, 사단법인 유기견 없는 도시가 주관하는 이 행사는... "
[친절한 경제] MZ 세대 맞춤 복지 등장…반려동물 · 비혼자 경조제,3일 전,https://news.sbs.co.kr/news/endPage.do?news_id=N1006868001&plink=ORI&cooper=NAVER," 반려동물이 숨져도 부의금을 낼 정도인데요, 가족과 같은 존재이기 때문에 회사 휴가를 내고 장례를 치르는 경우도 많죠. 이런 트렌드를 회사 복지제도에 반영한다는 겁니다. 한 백화점에선 반려동물 경조를 다음 달부터... "
"거창군, 미등록 반려동물 집중 단속…위반 시 최대 100만원 과태료",7일 전,https://www.news1.kr/articles/4776785, 경남 거창군은 9월 한 달간 반려견 주요 출입장소와 민원 빈발 지역을 중심으로 미등록 반려동물을 집중 단속한다고18일 밝혔다. 군은 집중단속에 앞서 미등록 반려견 자진신고 기간을 31일까지 운영한다. 이 기간 내에... 
개·고양이 안 부럽다…반려식물 보며 '힐링',6일 전,https://www.mk.co.kr/economy/view/2022/712517," 반려동물 못지않게 식물 키우기에 ‘진심’인 애호가가 늘면서, 동물병원과 유사한 ‘식물병원’도 덩달아 늘고 있다. 산림청이 발급하는 국가전문자격을 갖춘 ‘수목치료기술자’는 매해 증가세다. 2018년 52명에... "
[기고] 동물보호단체 '도덕성 검증' 강화해야,1일 전,http://www.meconomynews.com/news/articleView.html?idxno=69859, 한국펫산업소매협회 이기재 회장 尹정부 반려동물정책에 명분 없는 반대 주장 동물보호단체 후원금 유용 등 도덕적 해이 심각 후원금·기부금 어떻게 쓰이는지 감사 필요 [시장경제=이기재 한국펫산업소매협회 회장]... 
"경복대 4개학과 신설…안전보건, 반려동물, 빅데이터…",4일 전,http://www.fnnews.com/news/202208210858491049, 안전보건-반려동물-빅데이터-영상미디어콘텐츠과가 바로 그것이다. 이들 신설학과는 미래 유망산업 분야 산업체와 긴밀한 산학협력을 맺고 실무 위주 교육 프로그램을 운영해 전문 인력을 양성한다는 계획이다.... 
부산유기동물 10마리 중 4마리만 입양돼 새삶 찾아,2일 전,http://www.kookje.co.kr/news2011/asp/newsbody.asp?code=0300&key=20220823.99099006368, 반려동물복지문화센터 운영으로 입양을 지원하기도 하지만 이 같은 상황에 입양률을 높이기 위한 추가 방안이 필요하다는 목소리가 나온다. 시는 동물호센터를 통해 유기견을 입양하면 1년 보험료 15만 원을... 
"파주시, 반려동물 문화교실 참가자 선착순 모집",5일 전,https://www.news1.kr/articles/4778457, 경기 파주시는 오는 9월 4일부터 25일까지 반려동물 문화교실 프로그램을 운영한다고 20일 밝혔다. 이번 프로그램은 체계적인 반려동물 교육을 통한 올바른 반려동물 문화 정착 및 생명 존중 의식 고취로 유기 동물... 
"SPC 던킨, 반려동물 ‘마이펫 크로스백’ 사전 예약 실시",6일 전,http://www.joseilbo.com/news/news_read.php?uid=463819&class=17&grp=, SPC그룹 던킨이 반려동물 라이프스타일 브랜드 ‘바잇미(BITE ME)’와 협업해 반려동물용 가방 ‘마이펫 크로스백’ 굿즈를 출시하고 사전 예약 프로모션을 실시한다고 19일 밝혔다. 던킨은 지난해 선보인 반려동물용... 
"롯데정보통신 ""반려동물 데리고 강원 여행가세요""",4일 전,http://www.dt.co.kr/contents.html?article_no=2022082102109931650001&ref=naver, 롯데정보통신(대표 노준형)이 강원도관광재단(대표 강옥희)과 '강원 반려동물 동반관광 활성화 사업'을 위한 협약을 체결했다. 양측은 롯데정보통신의 사내벤처 '헤이나나'와 강원도관광재단의 '강원 댕댕여지도' 서비스... 
반려동물 놀이터 '같이가개',3일 전,http://www.domin.co.kr/news/articleView.html?idxno=1393561, 전주시 팔복동에 위치한 반려동물 놀이터 '같이가개' 입구에 운영 안내문이 붙어 있다. 
태백시 반려동물 놀이터 임시 개장,6일 전,https://news.kbs.co.kr/news/view.do?ncd=5536857&ref=A," 태백시가 소도동에 조성한 반려동물 놀이터를 다음 달(9월) 23일까지 임시 개장합니다. 반려동물 놀이터는 1,500 제곱미터 용지에 사업비 2억 2천여만 원을 들여 잔디 운동장과 놀이시설 등을 갖췄으며, 매주 월요일과... "
