title,date,link,article
"""울고 싶은데 환율이 뺨 때려주네요"" 여행업계 흔드는 '위기들'",1일 전,https://www.nocutnews.co.kr/news/5807049," ""제 주변에 이번 여름 휴가때 해외 여행 다녀 온 사람은 딱 두 명이었고 전부 제주도 아니면 강원도 다녀왔다고 해요. 해외여행 수요가 회복이 안 되는데 환율까지 오르니까 울고 싶은데 환율이 뺨 때려주는 격이에요.... "
"강원도를 여행하는 법, 우린 좀 색다르지!",6시간 전,https://www.eroun.net/news/articleView.html?idxno=29442, 코로나19 이전에도 단체 패키지여행은 축소되고 있었고 소규모 여행이나 일정 중 자유로움을 더 많이 부여하는 방식으로 변화하고 있었거든요. 저희도 지난해 제주도 투어를 진행하면서 첫 지점과 끝 지점만 정하고... 
[친절한 뉴스K] 제주도 전자여행허가제(K-ETA) 추진…관광업계 반발,3일 전,https://news.kbs.co.kr/news/view.do?ncd=5538560&ref=A," [윤남호/제주도관광협회 대의원 : ""중국(관광) 시장이 나중에 정상화됐을 때 거꾸로 사드 때와 같이 일본이 반사이익을 보고 우리나라 제주도가 더 불이익을 받지 않을까...""] 법무부는 올해 안으로 전자여행허가제를... "
"제니♥뷔, 제주도 이어 뉴욕여행 목격담 나오나…글로벌 커플 데이트",2일 전,https://n.news.naver.com/mnews/article/415/0000012367?sid=106," 블랙핑크의 제니와 방탄소년단의 뷔가 또 다시 여행 목격담의 주인공이 될까. 지난 5월 제니와 뷔의 열애설이 처음 제기됐다. 두 사람과 상당히 흡사한 커플이 차를 타고 이동 중인 모습이 카메라에 잡혔고, 당시 상황을... "
수학여행 2년 만인데…코로나 확산세에 학교는 '고심',2일 전,https://www.news1.kr/articles/4781557," 이같은 상황에 광주 A고등학교의 경우 이달 예정돼 있던 제주도 수학여행을 취소하고 여행지를 전남으로 변경했다. 광주 한 고등학교 관계자는 ""오는 9월 1학년생 150명을 대상으로 제주도 수학여행을 추진하려... "
"제주도, 문화누리카드 1인당 '10만원→11만원' 상향 지원",1일 전,http://www.jejusori.net/news/articleView.html?idxno=406992," 제주특별자치도가 다음 달 1일부터 문화예술·여행·체육활동을 지원하는 문화누리카드의 지원금을... 오성율 제주도 문화체육대외협력국장은 ""이번 문화누리카드 1만원 증액은 전국 지자체 동일하게 추진되는... "
"코로나로 취소한 수학여행, 위약금은 학교가?",3일 전,https://www.nocutnews.co.kr/news/5805985," 23일 전교조 대전지부 등에 따르면, 대전 동구에 있는 A 고등학교는 교직원 포함 200여 명이 오는 31일부터 2박 3일 동안 제주도로 수학여행을 갈 예정이었다. 하지만 지난 12일 개학 후 2학년 학생 11명이 코로나19에 확진돼... "
"""제주도·마라도·우도 여행을 한번에""…여행의 창구, '도도도 힐링투어' 선보여",23시간 전,http://www.datanet.co.kr/news/articleView.html?idxno=175861," 여행객이 가장 선호하는 국내 여행지인 제주도와 대한민국의 끝이자 시작이며, 뛰어난 해안 절경과 독특한 섬풍경이 아름다운 마라도, 검은 모래와 푸른빛의 바다가 독특한 경치로 이루어져 있으며 관광객들에게 인기... "
"채림, 아들과 제주 여행...훈훈한 母子 [리포트:컷]",22시간 전,https://www.tvreport.co.kr/2113452," 배우 채림이 아들 리우와의 제주 여행 근황을 전했다. 24일 채림은 자신의 인스타그램에 ""와~~~~ 이분 오늘 옷... 함께 공개한 사진에서 채림 모자는 제주도 곳곳에서 즐거운 시간을 보내고 있다. 아들 리우는 엄마의 품에 쏙... "
제주 가을여행 2박3일! 억새바다 은빛물결에 나를 풍덩,14시간 전,https://www.pressian.com/pages/articles/2022082600304834950?utm_source=naver&utm_medium=search," 제주여행이 가장 설레는 계절, 가을입니다. 그냥 차를 타고 달리기만 해도 차창 가득 펼쳐진 제주의 가을빛은... 이는 제주도가 오름과 오름이 세포처럼 유기적으로 이어진 곳이어서 제주를 알려면 반드시 오름을 알고... "
"이승아 ""전자여행허가제, 상생방안 지혜 마련돼야""",3시간 전,http://www.newsjeju.net/news/articleView.html?idxno=381466," 또한 법무부에서 지난 8월 4일 제주도 전자여행허가제 도입에 대한 계획에 대해선 ""제주가 국제자유도시 조성에 무사증 제도 도입이 되어진 만큼 해외관광시장 재개 상황에서 제주도민과 관광사업체가 상생할 수 있는 방안... "
수학여행 재개…코로나19 상황 대비는?,20시간 전,https://news.kbs.co.kr/news/view.do?ncd=5541750&ref=A, 안전한 수학여행을 위한 대비는 어떻게 되고 있는지 제주도교육청 황혜진 장학사 전화로 연결해 알아봅니다. 안녕하세요? 2학기 들어 학부모들께서 궁금해는 게 자녀들의 다른 지역으로의 수학여행입니다. 코로나19로부터... 
"먹고, 걷고, 여행하라! 제주 여행의 시작점으로 좋은 '신제주'",6시간 전,https://www.travie.com/news/articleView.html?idxno=50566," 적당한 가격, 준수한 객실 컨디션 등의 이유로 신제주 추천 숙소로 꼽힌다 ▶여행+ 1박 가성비 끝판왕 베스트웨스턴 제주 요즘 제주도 5성급 럭셔리 호텔의 1박 가격은 상상 초월이다. 그렇지만 뚜벅이 혹은 관광에 매진하는... "
[일상 여행] 올 가을 놓치지 말아야 할 '제주여행 10선',10시간 전,http://www.bizwnews.com/news/articleView.html?idxno=40717," 사진=제주관광공사 ◆ 야간 제주 도심 속 숲길 산책 '사라봉, 별도봉, 도두봉' 제주 여행 일정 중 하루를 다 할애하며 숲을 갈 시간이 부족하다면 야간에도 즐길 수 있는 제주 시내에서 가까운 숲 산책길을 소개한다.... "
수학여행 중 확진 제주 학생·보호자 격리 체류비 지원한다,1일 전,https://hankookilbo.com/News/Read/A2022082514360003695?did=NA," 제주도교육청은 지난 5월부터 '현장체험학습 전면 허용'에 따라 도내 학교 81곳이 2학기에 도외 지역 수학여행을 계획하고 있어, 이들 학교의 안전한 수학여행을 위해 '수학여행 현장지원단'을 구성해 지원에 나선다고... "
제주도 맛집 200곳 리스트 ,1일 전,https://www.travie.com/news/articleView.html?idxno=50560, ©제주 푸드앤와인 페스티벌 제주도 맛집 200곳 리스트 제주 푸드앤와인 페스티벌 제주 여행 필수 코스가 떴다. 제주의 미식 축제인 제주 푸드앤와인 페스티벌(JFWF)이 9월1일부터 11월30일까지 3개월간 제주도 전역 맛집... 
"""하루 렌트비 30만원 부른 反시장 규제""…제주도 렌터카 총량제 또 2년 연장",4일 전,https://www.hankyung.com/society/article/2022082172621, 은행원인 A씨는 올여름 휴가 때 가족과 제주도로 ‘자차 여행’을 떠났다. 대형 승합차 렌터카를 알아봤더니 하루 30만원꼴이라 1주일이나 빌릴 엄두가 나지 않아서다. 성수기 제주도 렌터카 요금이 크게 뛰면서 A씨와... 
구조‧치료 및 인공증식 바다거북 6마리의 특별한 여행,2일 전,http://www.mediajeju.com/news/articleView.html?idxno=339777, 한편 제주자연의벗은 24일 관련 논평을 통해 해양수산부와 제주도에 바다거북이 돌아올 수 있는 산란지... 아울러 해양수산부와 제주도 당국에 중문 색달해변을 비롯해 바다거북의 산란 가능성이 있는 모래 해안에 대한... 
제주교육청 코로나대응본부에 '수학여행 현장지원단' 추가 구성,7일 전,https://www.yna.co.kr/view/AKR20220819052300056?input=1195m, 특히 지난 5월부터 현장 체험학습이 전면 허용되면서 많은 학교가 2학기 제주도 외 수학여행을 추진하고 있어서 안전한 현장 체험학습 지원을 위해 대응본부 내에 '수학여행 현장지원단'을 추가로 구성했다. 수학여행... 
울산)치솟는 수학여행비..제주연수원 설립 탄력,7시간 전,https://jejumbc.com/article/zWwcbuHh7UPqt," ◀ＶＣＲ▶ 울산의 한 고등학교는 올해 초 제주도로 수학여행을 다녀왔습니다. 제주도는 고등학생이 가장 선호하는 수학여행지입니다. 3박 4일 일정에 버스임차료와 항공료, 숙식비, 입장료 등을 모두 합쳐서 1인당... "
론리플래닛이 알려주는 '韓 저렴하게 여행하는 법'…어떤 내용?,3일 전,https://www.news1.kr/articles/4780643," 제주도 여행은 페리보다 비행기 일정에 제주도가 있는 관광객의 경우 비행기를 이용하는 것이 페리를 이용하는 것보다 저렴하고 빠르다. 제주항공, 에어부산, 진에어, 티웨이, 에어서울, 이스타항공 같은 저가... "
"법무부, 9월 제주에 전자여행허가제 도입…""외국인 관광객 굳이 제주 오겠나?""",5일 전,https://www.dailian.co.kr/news/view/1144525/?sc=Naver, 법무부는 제주도 전자여행허가 도입을 예고했다. 법무부 제주출입국·외국인청에 따르면 제주항공이 제주~방콕 직항 전세기를 운항하기 시작한 지난 2일부터 15일까지 입국이 허가돼 제주 단체 관광에 나선 태국인 568명... 
[노경민의 샘터조롱박 96회] 제2의 신혼여행,1일 전,http://www.thegolftimes.co.kr/news/articleView.html?idxno=55365," 처음 여행은 제주도로 갔다. 설악산 가자 하는 걸 설악산은 다녀와 신혼여행지로 제주도를 남겨두었다 하니, 당신은 제주도 무전 여행하여 볼 곳이 없다면서 그래도 가 주었다. 그렇게 떠난 제 2의 신혼여행길, 진주를... "
"제주도 내달부터 전자여행허가제 도입...""불법 체류 예방""",6일 전,https://hankookilbo.com/News/Read/A2022081922230000058?did=NA, 법무부가 다음 달 중으로 제주도에 전자여행허가제(K-ETA)를 도입한다. 법무부는 19일 오후 제주출입국·외국인청 1층 대강당에서 주민설명회를 열고 이같이 밝혔다. 전자여행허가제는 무사증(무비자) 입국이 가능한... 
“200억원 들여 수학여행 교육원?” 울산교육청 제주분원 설치 논란,1일 전,http://www.munhwa.com/news/view.html?no=2022082501031227108001, 市교육청 191억 추경안 제출에 교총·시의회 “예산낭비” 지적 울산시교육청이 고교생 수학 여행을 위해 200억 원을 들여 제주도에 학생교육원 분원 설립에 나서 논란이 일고 있다. 교육단체는 예산 낭비를 우려하며... 
제주도 식당서 입장 거부당한 여자 연예인 정체…이유도 떴다,1일 전,https://www.wikitree.co.kr/articles/783444," 유명 여자 연예인이 최근 제주도에 있는 식당에서 입장을 거부당한 것으로 전해졌다.이런 일을 겪은 여자... 더 열심히 하겠다""라는 댓글을 달았다.아이비는 최근 인스타그램에 제주 여행 사진들 올렸다. 그러면서 ""너무... "
여행객 증가로...서귀포시 고용률 71.9%로 가장 높아,3일 전,http://www.fnnews.com/news/202208230856558645, 제주도 여행객 증가 등으로 제주특별자치도 서귀포시 고용률은 71.9%로 가장 높았다. 통계청은 23일 2022년 상반기 지역별고용조사에서 9개 도·시지역의 취업자는 1361만1000명으로 전년동기대비 48만3000명(3.7... 
"GS25 편의점택배, 고객 프로모션 진행... 제주 숙박권, 여행상품권 증정",6시간 전,http://www.interview365.com/news/articleView.html?idxno=103135," 보내고 제주도로 고!' 프로모션을 진행한다고 밝혔다. 이번 프로모션은 이벤트 기간 내 국내택배를 보낸 회원이면 누구나 참여가 가능하며, 매일 2명에게는 △제주 파르나스 호텔 숙박권과 50만원 여행상품권을... "
[청정 우도]③플라스틱없는 여행 선언…대한민국의 '팔라우' 꿈꾼다,2일 전,https://www.news1.kr/articles/4780953," 제주도와 제주관광공사 등은 우도에서 다회용컵 사용 등 플라스틱 줄이기를 목표로 '청정 우도 프로젝트'를... ""우도의 자연과 해양자원을 보호하고 생물다양성을 보존해 안전하게 여행하겠습니다"", ""플라스틱 페트병이... "
"법무부, 9월부터 제주에 전자여행허가제 도입키로",6일 전,http://www.kukinews.com/newsView/kuk202208190163, 사진=임형택 기자 법무부가 9월 중 제주도에 전자여행허가제를 도입하기로 했다. 19일 법무부는 “우리나라에 무비자로 입국 가능한 11개 국가 국민이 제주도에 입국할 때 전자여행허가를 받도록 할 방침”이라고 밝혔다.... 
"태국 관광객들, 제주도 여행 왔다가 추가 요금에 '헉'… ""여행사 조사하라""",2일 전,https://www.asiatime.co.kr/article/20220824500034, 제주도 여행온 태국 관광객들 추가 요금 몸살 태국 패키지 여행사가 서비스 이용료 등 요구 현재까지 피해자만 약 300명 전세기 타고 제주 찾은 태국 관광객들 (사진은 기사 내용과 관련이 없음) (사진=연합뉴스)... 
"경기관광공사, '워케이션 여행지' 가볼만한 곳",2일 전,http://www.enewstoday.co.kr/news/articleView.html?idxno=1593009," 산속이나 제주도의 감성 숙소로 순간 이동한 듯 푸릇한 전망을 펼쳐 보인다. 객실의 초록빛에서 산의 신록으로, 시선이 자연스레 확장되니 '숲캉스 호텔'다운 면모다. 객실은 일과 휴가를 동시에 즐기고자 하는 여행자에... "
가을맞이 온라인 한국여행 박람회,1일 전,https://news.koreadaily.com/2022/08/24/economy/economygeneral/20220824214839293.html," 한국 여행을 계획 중인 소비자는 아시아나 계약대리점에서 ‘안심여행 추천 상품’ 정보도 얻을 수 있다. 제주도 등 전국의 맛 기행, 동서남북 지역별 투어 상품 정보를 무료로 제공한다. 이밖에 가을 단풍 명소를... "
"장미인애, 큰 맘 먹고 간 태교여행인데..빙수 비주얼에 속상",3일 전,http://biz.heraldcorp.com/view.php?ud=202208231453333845371_1," 현재 장미인애는 제주도로 태교여행을 간 상황, 제주도의 상징물인 돌하르방 모형이 담긴 빙수를 먹고 있는 모습이다. 하지만 장미인애는 예상했던 비주얼과 다른 빙수를 보며 “이거 아닌 거 같은데” 라며 속상한... "
"'임성빈♥' 신다은, 육아 벗어나 제주 여행 간 초보엄마 ""하루를 삼일처럼""",4일 전,http://biz.heraldcorp.com/view.php?ud=202208221329060673123_1, 이번에 공개된 사진에는 친구들과 제주도로 여행을 떠난 신다은의 모습이 담겨 있다. 무엇보다 신다은은 얼마 전 출산 후 육아에 한창인 가운데 자유부인이 된 채 여행을 만끽하게 되자 어느 때보다 신나 보여 육아 중인... 
"여행 서비스 플랫폼 제시카, 레인보우모빌리티렌터카-레인보우오토와 MOU 체결",4시간 전,https://www.jejutwn.com/news/article.html?no=143647, 기반 여행 서비스 플랫폼 제시카는 레인보우모빌리티렌터카-레인보우오토와 '렌터카 딜리버리 서비스·차량 보관 서비스'를 위한 업무협약(MOU)을 체결했다. 제시카는 최근 제주도 지역소재 기업들과 협업 네트워크를... 
"제주도, 관광진흥기금 특별융자 접수",4일 전,https://news.kmib.co.kr/article/view.asp?arcid=0017392921&code=61121111&cp=nv," 제주도가 코로나19 장기화로 어려움을 겪는 관광업체의 경영 안정을 위해 올해 1000억원 규모의... 대상은 여행업, 관광숙박업, 전세버스업 등 45개 업종이다. 융자 기간은 2년 거치 3년 균등 상환 조건이다. 대출 금리는... "
"""제주도 항공권, 3만원이면 충분""",4일 전,https://www.econovill.com/news/articleView.html?idxno=586592," 최근 리오프닝 시대를 맞아 여행업이 살아나고 있으나, 아직은 해외여행이 부담스러운 사람들이 많다. 자연스럽게 제주도가 대안으로 부상하고 있으나 이 역시 높은 항공권 등으로 어려움이 크다. 여기어때가 나섰다.... "
"장미인애, 태교 여행+태교 먹방 제대로 하네..아름다운 D라인",4일 전,http://biz.heraldcorp.com/view.php?ud=202208220749569664661_1," 공개된 사진 속에는 장미인애가 여름 휴가 겸 태교 여행으로 제주도로 여행을 떠나 인증샷을 남기고 있는 모습. 장미인애는 맛난 음식을 먹으며 아름다운 D라인을 공개, 팬들의 시선을 사로잡았다. 한편 장미인애의 예비... "
제주도 새 인증샷 명소 '꽃하르방' 박힌 티셔츠 나왔다,4일 전,https://www.news1.kr/articles/4779659, 꽃하르방은 지난 5월 로비에 설치한 이래 제주 여행의 인증샷 명소로 이름을 알리고 있다. 제주의 상징 중... 제주 여행과 더불어 인증샷 명소 경험을 넘어 구매의 즐거움을 주고 있으며 호캉스를 추억하는 기념품... 
"함소원, ♥진화+딸과 동남아같은 제주도 여행..아찔 글래머 자랑",2022.08.18.,http://biz.heraldcorp.com/view.php?ud=202208181345312124858_1," #동남아여행 #실상은 #제주도여행 #느낌만으로 #만족 #짐꾼 #우리집아빠 #우리집남편 #여행""이라고 덧붙여 눈길을 모은다. 한편 함소원은 2017년 18세 연하 중국인 진화와 결혼해 슬하에 딸 혜정을 두고 있다. "
"제주도, 영세관광사업체에 취업유지 장려금 지원.. 오는 11월 접수",5일 전,http://www.jibs.co.kr/news/articles/articlesDetail/25012?feed=na," 조기회복과, 여행 수요 증가에 맞춘 일자리 확보를 지원하기 위해 관광사업체에 취업유지 장려금을 지원한다고 밝혔습니다. 지원대상은 지난해 12월 31일 기준 제주도에 등록하고 운영하고 있는 관광사업체로, 6개월... "
"신다은, 생후 4개월子 두고 온 제주도여행 신나서 소파서 팔짝팔짝 ""왜 행복한거죠""",4일 전,http://www.osen.co.kr/article/G1111924934," 또 다른 게시물에서는 물놀이 사진과 함께 ""제대로 와버렸..불행한 적 없었는데 나.지금.여기.왜 행복한거죠?ㅋㅋㅋㅋㅋ (분명히 보고시퍼 홀리야..) #여름방학#제주도""란 글을 올려 육아 경험이 있는 이들의 공감을... "
제주도 여행도 가고! 푸라닭치킨도 먹고!,6일 전,http://moneys.mt.co.kr/news/mwView.php?no=2022081717400383011," 푸라닭 치킨, 말복 맞이 SNS 이벤트 실시 오븐-후라이드 전문 치킨 브랜드 푸라닭 치킨이 말복 더위도 잊은 채 업무에 전념하는 어른이들을 위해 '말복 맞이 SNS 이벤트'를 진행한다. 이번 이벤트는 앞서 진행한 초복, 중복... "
"장영란♥한창, 잊을 수 없는 제주도 여행‥수영장 딸린 숙소서 달달",6일 전,https://www.newsen.com/news_view.php?uid=202208201400112510, 방송인 장영란 가족이 제주도에서 가족 여행을 즐겼다. 지난 8월 19일 장영란의 남편 한창은 자신의 인스타그램에 “여행스타그램. 첫 번째 영상이 재미없다는 우리 이쁘니 의견 따라 두 번째 영상은 풀로 편집해봤어요”... 
"경북도·제주도, 해양 인문 교류·섬 관광 활성화 힘 모은다",2022.08.17.,https://www.yna.co.kr/view/AKR20220817038600053?input=1195m," 오영훈 제주도지사는 ""변화하는 여행 트렌드에 발맞춘 포스트 코로나 관광 정책과 전략이 요구되는 시점이다""며 ""경북·제주의 생태환경과 역사, 문화, 먹거리 등 관광자원을 연결하는 프로그램 개발에 협력하겠다""고... "
"‘우영우’ 제주도의 갸우뚱한 밤, 13.5%[종합]",2022.08.11.,http://sports.khan.co.kr/news/sk_index.html?art_id=202208110935013&sec_id=540201&pt=nv," 결혼 후에도 일 때문에 제주도로 신혼여행을 왔던 기억을 떠올리며, 전처 최지수(이윤지 분)에 대한 후회와 미안함을 드러내기도 해 이목을 집중시켰다. 그런가 하면 최수연은 권민우와 티격태격하면서도 그를 신경 쓰기... "
제주도민보다 안 오던 대구 시민들이 광주에 왔습니다,4일 전,http://www.ohmynews.com/NWS_Web/View/at_pg.aspx?CNTN_CD=A0002859052&CMPT_CD=P0010&utm_source=naver&utm_medium=newsearch&utm_campaign=naver_news," 그 수가 바다를 건너와야 하는 제주도보다 더 적다는 거다. 5.18과 6월 민주항쟁, 부마 민주항쟁과 제주 4.... 오늘 함께하지 못한 가족과 주변 지인들에게 5.18을 주제로 한 광주 여행을 권유하는 것. 만약 해설사가... "
[국가중요어업유산 따라가는 여행] 제주 해녀어업,2022.08.18.,http://www.ktsketch.co.kr/news/articleView.html?idxno=7151, 접싯물이나 사발물이라 한다.」 (김준의 '바다맛 기행' 중 에서) 제주도 여행 중에 여러 마을에서 해녀상을 마주할 수 있다. 사진/ 박상대 기자 김준 박사도 차마 책에 담지 못한 이야기를 고내리 해녀들이 쏟아 놓는다. '4.... 
"순천만국가정원, 제주도 학생들의 수학여행지로 급부상",2022.08.10.,https://www.news1.kr/articles/4769019, 수학여행지로 급부상하고 있다고 10일 밝혔다. 이번 답사에는 제주도교육청 직원과 초중고 교사 24명이 동행해 순천만국가정원과 순천만습지를 방문했다. 이번 팸투어는 달라질 2023순천만국제정원박람회를 설명하고... 
"법무부, 제주도 전자여행허가제 도입...""외국인 불법체류 차단""",2022.08.04.,http://www.newsis.com/view/?id=NISX20220804_0001968182&cID=10201&pID=10200," 하지만 약 1년 간의 시행 결과, 제주도만 전자여행허가제가 적용되지 않음을 악용하는 사례가 있었다. 특히 외국인들의 불법 취업을 위한 우회적인 기착지로 제주도가 악용되기도 했다고 법무부는 봤다. 법무부는... "
"'공효진 아들' 김강훈, 동백 엄마 결혼하는데 필구는 제주 여행 중",6일 전,http://www.osen.co.kr/article/G1111923288," 20일 김강훈의 공식 인스타그램 스토리에 제주도 여행 사진이 대거 올라왔다. 각종 신선한 회부터 전복구이, 갈치구이, 튀김, 돔베고기, 고기국수, 비빔국수 등의 인증샷이 게재돼 눈길을 끈다. 전날에는 광치기... "
해녀 발자취 따라 즐기는 제주 여행,7일 전,http://www.jemin.com/news/articleView.html?idxno=742084," 오롯이 제주해녀를 느낄 수 있는 여행 코스를 소개한다. 법환해녀학교 수업 자료사진. △어촌서 체험하는... 해녀박물관을 시작으로 주변 해녀들이 물질하며 옷을 갈아입거나 쉬던 '불턱', 제주도 기념물인 별방진 등... "
'제주도 가는 여행객들',2022.08.14.,https://www.news1.kr/photos/view/?5526486, = 광복절을 하루 앞둔 14일 서울 강서구 김포공항 국내선 청사가 막바지 휴가를 떠나는 여행객들로 붐비고 있다. 2022.8.14/뉴스1 
광복절 연휴에 제주도 북적…여행객 전년 대비 20% 급증,2022.08.18.,http://sports.chosun.com/news/ntype.htm?id=202208190100127630007788&servicedate=20220818, 광복절 연휴 기간 제주도에 18만명이 넘는 관광객이 몰렸다. 16일 제주도관광협회에 따르면 지난... 코로나19 재확산으로 위축된 해외여행 수요가 제주지역에 몰린 영향도 받은 것으로 보고 있다. 한편 제주지역... 
[D리포트] 단체 여행 들어와 잠적…불법 체류 통로된 제주,2022.08.16.,https://news.sbs.co.kr/news/endPage.do?news_id=N1006862116&plink=ORI&cooper=NAVER, 현재 제주도 미등록 외국인 수는 9천 명 안팎으로 추산됩니다. 법무부는 제주에도 전자여행허가 적용을 검토하고 제주 출입국 외국인청에 무사증 이탈자 검거반을 설치해 대응하겠단 방침입니다. ( 취재 : 박찬근... 
[#여행어디] 더워도 치러 간다…각양각색 골프 여행,2022.08.17.,https://isplus.com/2022/08/17/life/living/20220817070048406.html, 해외는 부담…요즘은 제주가 '답' 제주도로 떠나는 골프 여행은 골프와 호캉스가 무조건 동반된다. 이른바 '골캉스'다. 대표적인 곳으로 제주 서귀포시에 위치한 해비치 컨트리클럽 제주가 있다. 골프를 치고 해비치... 
"제주도, 법무부에 전자여행허가제 시행 유보 요청",2022.08.07.,http://www.newsis.com/view/?id=NISX20220807_0001970245&cID=10813&pID=10800," 기사내용 요약 무사증 입국 외국인 불법 취업·무단 이탈 잇따라 법무부, 지난 4일 전자여행허가제 제주 도입 발표 제주도·법무부 등 5일 회의서 합의점 도출 안 돼 도·관광기관 ""무사증 도입 취지 퇴색시킬 수 있어"" [제주... "
포항서 제습기 싣고 서울 관악구로… 서울 여행하던 영국인은 동작구로,4일 전,https://www.chosun.com/national/national_general/2022/08/22/ZSXRXXUAYBD2DNCOED7STWL4ZQ/?utm_source=naver&utm_medium=referral&utm_campaign=naver-news, 제주도에 사는 60대 남성 A씨도 집중호우 직후 비행기를 타고 서울로 올라와 이틀간 복구 활동에 참여했다.... 행안부는 “아내와 함께 서울 여행을 하던 영국인이 출국을 앞두고 서울 동작구에서 이틀간 봉사 활동을 한... 
해외여행 술 2병까지 면세..제주도 왜 빠졌을까,2022.08.06.,http://www.fnnews.com/news/202208051603463916, 세법상 제주도 여행객 면세점의 면세한도를 600달러로 규정한 '조세특례제한법 121조 13'을 개정해야 한다. 다만 정부는 내년 4월 1일 구매분부터 면세한도 확대가 적용될 수 있도록 개정을 추진하겠다는 계획이다. 술... 
"'삼다와 삼무의 섬', '동양의 하와이'로 불리는 제주 관광여행 40대가 주도",2022.08.18.,http://www.newsis.com/view/?id=NISX20220817_0001981542&cID=10813&pID=10800," 기사내용 요약 ""코로나 이후 가족단위 여행객 많아졌기 때문"" 제주도는 한국의 '세계인의 보물섬', '평화의 섬', '삼다와 삼무의 섬', '동양의 하와이' 등으로 다양하게 불린다. 그러나 코로나19 장기 확산세로 정부가... "
